PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
688,0,2,"Passenger, Person 688",male,18.3,1,0,TICKET_1688,33.37,S
689,0,3,"Passenger, Person 689",male,40.6,0,1,TICKET_1689,7.92,S
690,0,1,"Passenger, Person 690",male,55.3,1,0,TICKET_1690,35.82,Q
691,0,2,"Passenger, Person 691",male,15.3,0,0,TICKET_1691,10.17,S
692,0,2,"Passenger, Person 692",male,44.9,0,0,TICKET_1692,21.11,S
693,0,3,"Passenger, Person 693",male,8.3,0,0,TICKET_1693,8.24,C
694,1,2,"Passenger, Person 694",female,33.6,0,0,TICKET_1694,10.41,C
695,0,1,"Passenger, Person 695",male,46.6,0,2,TICKET_1695,47.07,C
696,1,3,"Passenger, Person 696",female,22.7,2,0,TICKET_1696,10.05,S
697,0,2,"Passenger, Person 697",male,32.5,1,1,TICKET_1697,24.77,S
698,0,3,"Passenger, Person 698",male,15.5,0,0,TICKET_1698,12.29,Q
699,1,1,"Passenger, Person 699",female,38.0,0,0,TICKET_1699,100.72,S
700,1,3,"Passenger, Person 700",female,,2,0,TICKET_1700,23.58,S
701,0,3,"Passenger, Person 701",female,,0,0,TICKET_1701,10.56,S
702,1,1,"Passenger, Person 702",male,,0,0,TICKET_1702,227.91,S
703,0,2,"Passenger, Person 703",male,30.4,0,1,TICKET_1703,13.99,S
704,1,1,"Passenger, Person 704",female,20.9,2,0,TICKET_1704,64.73,S
705,1,1,"Passenger, Person 705",male,30.9,0,1,TICKET_1705,146.68,S
706,1,3,"Passenger, Person 706",male,37.0,0,0,TICKET_1706,8.1,S
707,0,2,"Passenger, Person 707",male,31.6,2,0,TICKET_1707,35.24,S
708,0,3,"Passenger, Person 708",male,26.9,0,0,TICKET_1708,9.39,S
709,1,2,"Passenger, Person 709",female,,0,0,TICKET_1709,21.35,C
710,0,3,"Passenger, Person 710",male,7.3,0,2,TICKET_1710,26.09,S
711,0,3,"Passenger, Person 711",male,16.1,1,0,TICKET_1711,9.15,S
712,0,3,"Passenger, Person 712",male,39.3,0,0,TICKET_1712,26.11,Q
713,0,3,"Passenger, Person 713",male,36.4,3,0,TICKET_1713,9.96,S
714,1,2,"Passenger, Person 714",male,27.4,0,0,TICKET_1714,23.12,S
715,0,2,"Passenger, Person 715",male,,0,0,TICKET_1715,56.47,S
716,0,3,"Passenger, Person 716",male,,3,0,TICKET_1716,31.54,C
717,1,3,"Passenger, Person 717",female,,0,0,TICKET_1717,7.44,C
718,0,3,"Passenger, Person 718",male,27.1,0,0,TICKET_1718,16.88,C
719,0,1,"Passenger, Person 719",male,43.3,0,0,TICKET_1719,125.63,C
720,0,3,"Passenger, Person 720",female,14.3,0,0,TICKET_1720,12.2,S
721,0,3,"Passenger, Person 721",female,,0,0,TICKET_1721,9.02,S
722,0,1,"Passenger, Person 722",male,53.8,0,0,TICKET_1722,34.52,S
723,1,1,"Passenger, Person 723",male,21.3,0,0,TICKET_1723,167.05,S
724,0,3,"Passenger, Person 724",male,23.1,1,0,TICKET_1724,13.44,S
725,0,3,"Passenger, Person 725",female,26.7,0,0,TICKET_1725,9.34,S
726,1,3,"Passenger, Person 726",female,35.2,3,0,TICKET_1726,31.92,S
727,1,1,"Passenger, Person 727",female,33.4,0,0,TICKET_1727,97.89,C
728,0,3,"Passenger, Person 728",male,32.0,0,0,TICKET_1728,8.78,S
729,1,1,"Passenger, Person 729",female,30.4,0,0,TICKET_1729,94.96,S
730,0,1,"Passenger, Person 730",male,35.7,0,1,TICKET_1730,57.99,S
731,1,1,"Passenger, Person 731",male,38.6,0,0,TICKET_1731,71.85,S
732,0,3,"Passenger, Person 732",male,37.0,1,0,TICKET_1732,12.41,S
733,0,3,"Passenger, Person 733",female,41.7,1,0,TICKET_1733,23.47,S
734,0,3,"Passenger, Person 734",male,33.5,3,0,TICKET_1734,16.96,S
735,0,2,"Passenger, Person 735",female,8.9,0,0,TICKET_1735,13.38,C
736,0,3,"Passenger, Person 736",male,29.6,1,0,TICKET_1736,7.75,C
737,1,2,"Passenger, Person 737",male,22.9,0,0,TICKET_1737,14.88,S
738,0,3,"Passenger, Person 738",male,23.4,0,0,TICKET_1738,8.46,S
739,0,2,"Passenger, Person 739",male,46.2,1,1,TICKET_1739,21.63,S
740,1,2,"Passenger, Person 740",female,12.3,0,0,TICKET_1740,10.82,Q
741,0,3,"Passenger, Person 741",male,44.4,0,0,TICKET_1741,11.32,S
742,1,2,"Passenger, Person 742",female,21.4,0,0,TICKET_1742,32.66,S
743,1,3,"Passenger, Person 743",female,40.9,0,0,TICKET_1743,22.66,C
744,1,3,"Passenger, Person 744",female,8.1,1,0,TICKET_1744,8.08,S
745,0,1,"Passenger, Person 745",male,21.5,0,1,TICKET_1745,139.5,S
746,0,3,"Passenger, Person 746",male,16.2,3,0,TICKET_1746,8.23,S
747,0,2,"Passenger, Person 747",male,36.2,0,1,TICKET_1747,12.85,S
748,1,3,"Passenger, Person 748",female,27.6,0,0,TICKET_1748,25.84,S
749,0,3,"Passenger, Person 749",female,37.1,0,1,TICKET_1749,11.56,S
750,0,3,"Passenger, Person 750",male,14.9,0,0,TICKET_1750,12.36,C
751,1,1,"Passenger, Person 751",female,47.4,0,0,TICKET_1751,75.76,S
752,0,3,"Passenger, Person 752",male,,1,0,TICKET_1752,12.89,S
753,0,3,"Passenger, Person 753",male,24.0,1,0,TICKET_1753,12.35,S
754,0,2,"Passenger, Person 754",male,31.5,2,2,TICKET_1754,17.53,C
755,1,1,"Passenger, Person 755",female,39.4,1,0,TICKET_1755,45.85,S
756,1,3,"Passenger, Person 756",male,24.3,1,0,TICKET_1756,7.9,S
757,1,3,"Passenger, Person 757",female,47.3,0,2,TICKET_1757,20.77,S
758,0,3,"Passenger, Person 758",female,27.7,1,0,TICKET_1758,11.57,C
759,1,3,"Passenger, Person 759",female,20.8,0,0,TICKET_1759,7.6,S
760,1,3,"Passenger, Person 760",male,5.7,0,0,TICKET_1760,19.34,S
761,0,1,"Passenger, Person 761",male,,0,0,TICKET_1761,29.71,S
762,0,2,"Passenger, Person 762",male,29.8,0,1,TICKET_1762,53.2,C
763,0,2,"Passenger, Person 763",male,,0,0,TICKET_1763,22.92,S
764,0,3,"Passenger, Person 764",male,30.5,2,0,TICKET_1764,23.97,S
765,1,1,"Passenger, Person 765",female,15.6,0,0,TICKET_1765,29.13,C
766,0,3,"Passenger, Person 766",male,27.1,0,1,TICKET_1766,32.3,C
767,0,3,"Passenger, Person 767",male,33.1,0,0,TICKET_1767,23.18,S
768,1,3,"Passenger, Person 768",male,,0,1,TICKET_1768,7.02,Q
769,1,2,"Passenger, Person 769",male,31.0,0,0,TICKET_1769,55.06,S
770,0,3,"Passenger, Person 770",male,34.1,0,0,TICKET_1770,20.65,S
771,1,1,"Passenger, Person 771",male,38.3,0,2,TICKET_1771,66.31,C
772,1,3,"Passenger, Person 772",female,29.7,0,0,TICKET_1772,14.36,S
773,1,1,"Passenger, Person 773",male,20.4,1,0,TICKET_1773,118.53,S
774,1,2,"Passenger, Person 774",female,,1,0,TICKET_1774,12.02,S
775,0,3,"Passenger, Person 775",female,20.8,0,0,TICKET_1775,25.79,S
776,0,1,"Passenger, Person 776",male,33.6,0,0,TICKET_1776,147.18,S
777,1,1,"Passenger, Person 777",female,55.9,0,2,TICKET_1777,25.62,C
778,1,3,"Passenger, Person 778",male,39.8,1,0,TICKET_1778,54.98,C
779,1,3,"Passenger, Person 779",female,,0,0,TICKET_1779,12.44,S
780,0,3,"Passenger, Person 780",male,0.5,0,0,TICKET_1780,8.57,S
781,1,3,"Passenger, Person 781",female,,1,0,TICKET_1781,12.76,Q
782,1,3,"Passenger, Person 782",female,36.0,0,0,TICKET_1782,20.46,S
783,1,2,"Passenger, Person 783",female,17.9,0,0,TICKET_1783,11.89,S
784,1,2,"Passenger, Person 784",female,21.8,0,1,TICKET_1784,18.13,S
785,1,1,"Passenger, Person 785",male,26.6,2,0,TICKET_1785,94.25,S
786,0,3,"Passenger, Person 786",male,9.7,1,1,TICKET_1786,9.35,S
787,0,3,"Passenger, Person 787",male,31.2,1,0,TICKET_1787,22.85,S
788,0,2,"Passenger, Person 788",male,33.1,0,0,TICKET_1788,13.55,S
789,0,3,"Passenger, Person 789",female,,0,0,TICKET_1789,8.73,S
790,0,3,"Passenger, Person 790",male,31.8,3,0,TICKET_1790,8.12,S
791,1,1,"Passenger, Person 791",female,33.5,2,0,TICKET_1791,59.08,C
792,0,3,"Passenger, Person 792",male,17.7,0,2,TICKET_1792,23.22,C
793,0,3,"Passenger, Person 793",female,23.9,1,0,TICKET_1793,24.9,S
794,1,3,"Passenger, Person 794",male,22.1,0,2,TICKET_1794,24.4,S
795,0,1,"Passenger, Person 795",female,15.5,0,0,TICKET_1795,161.47,Q
796,0,3,"Passenger, Person 796",female,27.2,0,2,TICKET_1796,15.32,S
797,0,3,"Passenger, Person 797",male,16.2,0,0,TICKET_1797,13.31,C
798,1,3,"Passenger, Person 798",male,47.7,2,2,TICKET_1798,7.42,S
799,1,3,"Passenger, Person 799",female,25.6,0,0,TICKET_1799,17.95,Q
800,0,3,"Passenger, Person 800",male,34.2,0,0,TICKET_1800,12.63,S
801,1,3,"Passenger, Person 801",male,,2,1,TICKET_1801,15.35,S
802,1,1,"Passenger, Person 802",male,57.2,1,0,TICKET_1802,231.56,S
803,0,3,"Passenger, Person 803",male,28.7,0,0,TICKET_1803,12.42,S
804,0,3,"Passenger, Person 804",male,2.3,0,0,TICKET_1804,8.51,S
805,0,2,"Passenger, Person 805",male,36.2,0,2,TICKET_1805,24.16,S
806,1,3,"Passenger, Person 806",male,,0,0,TICKET_1806,8.38,C
807,0,3,"Passenger, Person 807",male,20.2,2,0,TICKET_1807,8.74,S
808,1,3,"Passenger, Person 808",female,11.8,2,0,TICKET_1808,35.89,S
809,0,3,"Passenger, Person 809",male,,0,0,TICKET_1809,8.33,S
810,1,1,"Passenger, Person 810",female,,0,1,TICKET_1810,26.34,S
811,0,3,"Passenger, Person 811",male,29.3,0,0,TICKET_1811,14.14,S
812,0,3,"Passenger, Person 812",male,27.3,1,0,TICKET_1812,14.54,S
813,1,1,"Passenger, Person 813",male,,0,1,TICKET_1813,153.89,S
814,0,3,"Passenger, Person 814",male,42.4,0,0,TICKET_1814,19.63,S
815,0,3,"Passenger, Person 815",male,31.8,0,0,TICKET_1815,19.3,S
816,0,3,"Passenger, Person 816",male,12.4,0,0,TICKET_1816,9.17,S
817,0,3,"Passenger, Person 817",male,41.4,0,0,TICKET_1817,9.72,S
818,0,2,"Passenger, Person 818",male,5.4,0,0,TICKET_1818,30.05,S
819,1,1,"Passenger, Person 819",female,63.3,2,0,TICKET_1819,59.21,Q
820,0,2,"Passenger, Person 820",male,27.8,1,0,TICKET_1820,21.11,S
821,0,3,"Passenger, Person 821",male,27.9,1,0,TICKET_1821,7.69,S
822,1,1,"Passenger, Person 822",female,19.9,0,0,TICKET_1822,129.73,S
823,0,2,"Passenger, Person 823",male,45.6,0,0,TICKET_1823,90.98,S
824,1,2,"Passenger, Person 824",male,42.5,0,0,TICKET_1824,63.59,S
825,0,3,"Passenger, Person 825",female,48.1,0,0,TICKET_1825,11.76,S
826,1,3,"Passenger, Person 826",male,,1,0,TICKET_1826,14.35,Q
827,1,2,"Passenger, Person 827",female,36.5,0,0,TICKET_1827,18.12,Q
828,0,2,"Passenger, Person 828",female,19.8,0,0,TICKET_1828,43.52,C
829,0,3,"Passenger, Person 829",male,1.3,1,0,TICKET_1829,21.68,S
830,0,3,"Passenger, Person 830",male,34.0,2,0,TICKET_1830,10.13,S
831,1,1,"Passenger, Person 831",male,50.4,0,0,TICKET_1831,63.76,S
832,0,3,"Passenger, Person 832",male,25.3,0,0,TICKET_1832,7.87,Q
833,0,1,"Passenger, Person 833",male,31.4,0,0,TICKET_1833,31.21,S
834,0,1,"Passenger, Person 834",female,41.7,0,1,TICKET_1834,107.42,S
835,0,3,"Passenger, Person 835",male,,0,1,TICKET_1835,7.69,S
836,0,2,"Passenger, Person 836",male,,0,0,TICKET_1836,17.64,S
837,1,3,"Passenger, Person 837",female,14.6,2,0,TICKET_1837,12.11,Q
838,1,2,"Passenger, Person 838",female,13.9,0,0,TICKET_1838,21.4,S
839,0,3,"Passenger, Person 839",male,25.2,0,0,TICKET_1839,10.61,S
840,1,3,"Passenger, Person 840",male,,0,0,TICKET_1840,9.71,S
841,0,1,"Passenger, Person 841",male,48.4,0,0,TICKET_1841,63.73,C
842,1,3,"Passenger, Person 842",male,,1,0,TICKET_1842,11.87,S
843,1,1,"Passenger, Person 843",male,,0,0,TICKET_1843,39.79,C
844,0,3,"Passenger, Person 844",male,,0,0,TICKET_1844,16.47,S
845,1,1,"Passenger, Person 845",female,57.9,0,0,TICKET_1845,163.05,C
846,0,2,"Passenger, Person 846",male,42.6,1,0,TICKET_1846,62.63,C
847,1,1,"Passenger, Person 847",male,11.9,0,0,TICKET_1847,59.53,S
848,0,3,"Passenger, Person 848",male,8.1,1,0,TICKET_1848,9.48,S
849,1,3,"Passenger, Person 849",male,,0,0,TICKET_1849,17.07,S
850,1,3,"Passenger, Person 850",female,27.4,0,0,TICKET_1850,11.01,S
851,1,1,"Passenger, Person 851",female,10.4,0,0,TICKET_1851,78.19,C
852,1,3,"Passenger, Person 852",female,18.1,2,0,TICKET_1852,12.17,S
853,0,1,"Passenger, Person 853",male,,2,0,TICKET_1853,37.7,S
854,0,3,"Passenger, Person 854",male,33.4,0,1,TICKET_1854,17.44,S
855,1,1,"Passenger, Person 855",male,38.2,0,1,TICKET_1855,133.2,S
856,1,1,"Passenger, Person 856",male,24.6,0,0,TICKET_1856,216.14,C
857,0,1,"Passenger, Person 857",male,32.3,0,0,TICKET_1857,34.5,S
858,0,3,"Passenger, Person 858",female,,0,0,TICKET_1858,20.47,Q
859,0,3,"Passenger, Person 859",male,2.8,1,1,TICKET_1859,11.92,Q
860,1,1,"Passenger, Person 860",male,,2,0,TICKET_1860,29.03,S
861,0,3,"Passenger, Person 861",male,16.9,0,2,TICKET_1861,10.7,S
862,1,3,"Passenger, Person 862",male,21.2,0,0,TICKET_1862,7.16,C
863,1,3,"Passenger, Person 863",male,,1,0,TICKET_1863,12.94,S
864,0,2,"Passenger, Person 864",female,41.4,1,2,TICKET_1864,41.34,S
865,0,2,"Passenger, Person 865",female,15.7,0,0,TICKET_1865,19.26,S
866,1,3,"Passenger, Person 866",female,,0,0,TICKET_1866,36.21,S
867,1,1,"Passenger, Person 867",male,35.4,0,0,TICKET_1867,132.32,C
868,1,1,"Passenger, Person 868",male,50.9,0,0,TICKET_1868,37.6,S
869,1,3,"Passenger, Person 869",male,11.2,0,0,TICKET_1869,10.68,S
870,1,3,"Passenger, Person 870",male,0.5,0,0,TICKET_1870,11.41,Q
871,0,2,"Passenger, Person 871",female,21.2,0,0,TICKET_1871,32.78,C
872,0,2,"Passenger, Person 872",male,34.6,0,0,TICKET_1872,34.44,S
873,0,3,"Passenger, Person 873",male,31.2,0,2,TICKET_1873,12.94,C
874,0,2,"Passenger, Person 874",male,19.8,0,0,TICKET_1874,14.5,S
875,0,1,"Passenger, Person 875",male,,1,0,TICKET_1875,38.54,C
876,1,1,"Passenger, Person 876",female,32.1,1,0,TICKET_1876,61.31,S
877,0,3,"Passenger, Person 877",male,27.5,0,0,TICKET_1877,8.13,S
878,0,3,"Passenger, Person 878",male,,0,0,TICKET_1878,17.01,C
879,0,1,"Passenger, Person 879",male,44.1,3,2,TICKET_1879,25.79,S
880,0,1,"Passenger, Person 880",male,43.7,0,0,TICKET_1880,72.56,Q
881,0,1,"Passenger, Person 881",female,55.3,0,0,TICKET_1881,85.5,S
882,0,3,"Passenger, Person 882",female,,0,0,TICKET_1882,12.34,Q
883,1,1,"Passenger, Person 883",female,,0,0,TICKET_1883,82.87,Q
884,1,1,"Passenger, Person 884",female,54.7,0,1,TICKET_1884,66.41,S
885,1,3,"Passenger, Person 885",male,23.7,2,0,TICKET_1885,16.49,C
886,1,1,"Passenger, Person 886",female,,0,0,TICKET_1886,195.93,S
887,0,3,"Passenger, Person 887",male,16.1,0,0,TICKET_1887,9.25,C
888,1,1,"Passenger, Person 888",male,,2,0,TICKET_1888,50.35,S
889,1,1,"Passenger, Person 889",female,42.9,0,0,TICKET_1889,42.6,C
890,0,2,"Passenger, Person 890",male,23.0,0,0,TICKET_1890,18.47,S
891,1,3,"Passenger, Person 891",female,12.8,0,0,TICKET_1891,29.13,S
