customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,support_tickets,paperless_billing,senior_citizen,churn
CUST_10643,43,Month-to-month,Fiber optic,Credit card,63.35,2722.71,1,No,0,1
CUST_10644,23,One year,Fiber optic,Mailed check,87.04,2012.27,2,Yes,0,0
CUST_10645,55,Two year,Fiber optic,Electronic check,96.46,5267.86,1,Yes,0,0
CUST_10646,16,Month-to-month,DSL,Bank transfer,55.19,842.55,1,Yes,0,1
CUST_10647,8,Month-to-month,DSL,Electronic check,41.1,311.12,1,Yes,0,1
CUST_10648,4,Month-to-month,Fiber optic,Mailed check,61.41,247.88,2,No,1,1
CUST_10649,4,Month-to-month,Fiber optic,Bank transfer,84.01,359.02,1,No,0,1
CUST_10650,56,Month-to-month,DSL,Credit card,52.8,2939.9,1,No,0,0
CUST_10651,25,One year,DSL,Bank transfer,48.55,1200.94,1,No,0,0
CUST_10652,67,Month-to-month,No,Bank transfer,18.0,1207.33,2,Yes,0,0
CUST_10653,67,Month-to-month,Fiber optic,Bank transfer,74.86,5008.24,1,Yes,0,0
CUST_10654,27,Two year,No,Credit card,22.65,603.31,2,Yes,0,0
CUST_10655,32,Two year,Fiber optic,Electronic check,83.7,2672.08,0,Yes,0,0
CUST_10656,50,One year,DSL,Electronic check,49.22,2480.72,3,Yes,0,0
CUST_10657,61,Month-to-month,Fiber optic,Electronic check,88.81,5434.15,1,Yes,0,0
CUST_10658,51,One year,Fiber optic,Electronic check,92.79,4732.64,2,Yes,0,0
CUST_10659,19,Month-to-month,DSL,Bank transfer,56.19,1092.43,0,Yes,1,0
CUST_10660,21,Month-to-month,Fiber optic,Bank transfer,80.08,1689.32,0,Yes,1,1
CUST_10661,5,Month-to-month,Fiber optic,Bank transfer,88.41,459.36,2,No,0,1
CUST_10662,42,Two year,DSL,Electronic check,61.47,2568.83,1,No,0,0
CUST_10663,61,Month-to-month,Fiber optic,Bank transfer,90.35,5501.54,0,No,1,1
CUST_10664,22,Month-to-month,Fiber optic,Electronic check,107.31,2350.85,1,No,0,1
CUST_10665,21,Month-to-month,No,Bank transfer,25.41,532.31,3,Yes,0,0
CUST_10666,70,Month-to-month,DSL,Bank transfer,49.9,3493.9,2,Yes,0,0
CUST_10667,1,Two year,DSL,Electronic check,62.3,67.16,0,Yes,0,0
CUST_10668,5,One year,Fiber optic,Electronic check,86.16,460.4,1,No,0,1
CUST_10669,12,One year,DSL,Electronic check,31.86,393.14,0,No,0,0
CUST_10670,46,Month-to-month,Fiber optic,Credit card,83.5,3833.28,2,Yes,1,0
CUST_10671,34,Month-to-month,Fiber optic,Credit card,75.34,2561.51,0,Yes,0,0
CUST_10672,49,Month-to-month,DSL,Bank transfer,71.4,3521.17,2,No,0,1
CUST_10673,45,Month-to-month,Fiber optic,Electronic check,63.3,,2,Yes,1,1
CUST_10674,27,Month-to-month,Fiber optic,Mailed check,89.84,2448.06,1,No,0,0
CUST_10675,26,One year,DSL,Bank transfer,47.61,1230.62,2,Yes,1,0
CUST_10676,47,Month-to-month,No,Bank transfer,22.56,1049.65,1,Yes,1,0
CUST_10677,56,Month-to-month,Fiber optic,Electronic check,90.26,5044.1,0,No,0,1
CUST_10678,63,Month-to-month,Fiber optic,Electronic check,85.95,5408.82,1,No,1,0
CUST_10679,48,Month-to-month,Fiber optic,Bank transfer,97.65,4671.25,3,No,0,1
CUST_10680,61,Month-to-month,Fiber optic,Mailed check,73.37,4480.0,1,Yes,0,1
CUST_10681,26,Two year,No,Electronic check,26.44,692.13,2,Yes,0,0
CUST_10682,36,Two year,Fiber optic,Electronic check,95.67,3464.2,0,No,0,0
CUST_10683,1,Two year,Fiber optic,Mailed check,89.33,62.93,0,Yes,1,0
CUST_10684,8,Month-to-month,No,Credit card,30.35,228.64,4,Yes,0,1
CUST_10685,52,Month-to-month,DSL,Credit card,52.48,2741.04,2,No,0,1
CUST_10686,47,Month-to-month,Fiber optic,Bank transfer,80.13,3768.86,2,Yes,0,0
CUST_10687,56,Month-to-month,DSL,Mailed check,57.31,3210.03,3,Yes,0,0
CUST_10688,14,Two year,DSL,Electronic check,50.53,726.38,2,No,0,0
CUST_10689,28,Month-to-month,DSL,Mailed check,58.37,1619.21,1,No,0,1
CUST_10690,2,Month-to-month,No,Mailed check,24.99,39.05,3,Yes,0,1
CUST_10691,26,Month-to-month,No,Bank transfer,24.94,635.74,1,Yes,0,0
CUST_10692,14,Month-to-month,Fiber optic,Mailed check,77.52,1055.09,0,No,0,1
CUST_10693,59,One year,Fiber optic,Electronic check,89.06,,1,No,0,0
CUST_10694,56,Month-to-month,Fiber optic,Electronic check,74.17,4145.68,2,No,0,0
CUST_10695,7,Month-to-month,No,Electronic check,37.37,250.6,2,Yes,0,1
CUST_10696,3,Month-to-month,Fiber optic,Electronic check,68.23,190.99,2,Yes,0,0
CUST_10697,23,Month-to-month,DSL,Electronic check,44.16,,0,No,0,1
CUST_10698,18,One year,DSL,Credit card,55.07,979.28,0,No,0,0
CUST_10699,38,Two year,Fiber optic,Mailed check,83.03,3158.46,2,No,0,0
CUST_10700,15,Two year,Fiber optic,Mailed check,94.16,1419.29,2,Yes,0,0
CUST_10701,64,One year,DSL,Credit card,42.26,2700.22,3,Yes,0,0
CUST_10702,28,Month-to-month,DSL,Credit card,63.4,1769.76,2,Yes,0,0
CUST_10703,39,One year,Fiber optic,Bank transfer,100.85,3935.93,2,No,0,0
CUST_10704,57,Month-to-month,DSL,Credit card,46.6,2655.77,2,No,1,1
CUST_10705,17,Month-to-month,Fiber optic,Electronic check,74.54,1287.13,1,Yes,0,0
CUST_10706,44,Two year,No,Electronic check,28.65,1265.37,1,Yes,0,0
CUST_10707,25,Month-to-month,Fiber optic,Mailed check,84.14,2119.93,2,Yes,0,1
CUST_10708,17,Two year,DSL,Bank transfer,76.88,1316.12,0,Yes,0,0
CUST_10709,13,Month-to-month,Fiber optic,Bank transfer,79.52,1013.98,4,No,0,1
CUST_10710,25,One year,Fiber optic,Electronic check,80.52,2004.63,0,No,1,0
CUST_10711,68,One year,Fiber optic,Electronic check,107.18,7287.52,1,Yes,1,0
CUST_10712,10,Two year,No,Bank transfer,25.05,263.53,3,Yes,1,0
CUST_10713,67,One year,DSL,Electronic check,60.02,4050.26,1,No,1,0
CUST_10714,18,One year,Fiber optic,Bank transfer,94.32,1690.5,0,Yes,0,1
CUST_10715,34,Month-to-month,Fiber optic,Bank transfer,84.33,2868.05,0,Yes,0,0
CUST_10716,8,Month-to-month,No,Bank transfer,22.89,195.12,2,No,0,0
CUST_10717,40,Month-to-month,DSL,Bank transfer,58.2,2327.13,0,No,0,0
CUST_10718,42,One year,Fiber optic,Credit card,76.04,3218.34,2,No,0,1
CUST_10719,41,Month-to-month,Fiber optic,Mailed check,85.52,3486.1,0,Yes,0,1
CUST_10720,6,One year,DSL,Bank transfer,59.86,369.33,4,Yes,0,0
CUST_10721,52,Month-to-month,DSL,Bank transfer,51.75,2701.02,0,Yes,1,1
CUST_10722,26,Month-to-month,No,Electronic check,27.69,737.22,1,Yes,0,0
CUST_10723,64,One year,DSL,Electronic check,48.82,3125.41,3,No,0,0
CUST_10724,59,Month-to-month,DSL,Electronic check,53.31,3158.66,2,Yes,1,0
CUST_10725,56,Month-to-month,DSL,Mailed check,62.69,3506.9,2,No,0,1
CUST_10726,59,Month-to-month,No,Bank transfer,30.84,1807.54,2,Yes,1,0
CUST_10727,70,Two year,Fiber optic,Credit card,96.05,6709.29,2,Yes,0,0
CUST_10728,33,One year,Fiber optic,Electronic check,75.86,2481.76,1,No,0,1
CUST_10729,53,Month-to-month,DSL,Electronic check,50.86,2688.96,0,Yes,1,0
CUST_10730,22,Month-to-month,Fiber optic,Credit card,81.14,1789.75,1,Yes,0,1
CUST_10731,21,Month-to-month,Fiber optic,Electronic check,86.31,1809.39,1,Yes,0,1
CUST_10732,70,One year,Fiber optic,Mailed check,97.02,6794.37,1,Yes,0,0
CUST_10733,70,One year,No,Bank transfer,18.0,1278.52,1,Yes,0,0
CUST_10734,4,Month-to-month,DSL,Mailed check,52.7,203.04,1,Yes,0,0
CUST_10735,62,Month-to-month,Fiber optic,Electronic check,96.61,6024.92,1,No,0,0
CUST_10736,62,Month-to-month,DSL,Electronic check,47.23,2939.59,3,No,0,0
CUST_10737,24,One year,Fiber optic,Electronic check,84.07,2014.73,2,Yes,0,1
CUST_10738,55,One year,DSL,Bank transfer,45.64,2506.91,6,Yes,0,0
CUST_10739,9,Month-to-month,DSL,Mailed check,43.16,373.32,4,No,0,1
CUST_10740,3,Month-to-month,DSL,Electronic check,54.15,162.06,1,Yes,0,0
CUST_10741,31,Month-to-month,Fiber optic,Bank transfer,66.84,2039.62,1,No,0,0
CUST_10742,40,Two year,DSL,Credit card,74.94,3016.44,1,No,1,0
CUST_10743,36,Month-to-month,Fiber optic,Electronic check,66.06,2335.91,2,Yes,0,0
CUST_10744,24,One year,Fiber optic,Mailed check,82.45,1979.43,1,No,1,0
CUST_10745,6,One year,DSL,Bank transfer,42.5,237.84,7,No,0,1
CUST_10746,66,Month-to-month,Fiber optic,Electronic check,92.16,6072.04,0,No,0,0
CUST_10747,4,Month-to-month,DSL,Electronic check,58.98,227.34,3,Yes,0,1
CUST_10748,6,Month-to-month,Fiber optic,Bank transfer,87.41,553.34,1,Yes,0,1
CUST_10749,51,One year,Fiber optic,Credit card,81.17,4123.12,1,No,0,1
CUST_10750,62,One year,DSL,Credit card,58.51,3641.33,1,Yes,0,0
CUST_10751,57,One year,DSL,Bank transfer,50.3,2884.51,1,No,0,0
CUST_10752,66,Month-to-month,DSL,Bank transfer,57.05,3730.22,1,Yes,0,0
CUST_10753,8,Month-to-month,No,Mailed check,27.51,210.85,1,Yes,0,0
CUST_10754,26,Two year,Fiber optic,Bank transfer,86.49,2271.01,1,No,0,0
CUST_10755,51,One year,Fiber optic,Mailed check,77.49,3932.27,0,No,0,0
CUST_10756,45,Month-to-month,Fiber optic,Electronic check,86.15,3894.72,2,No,0,1
CUST_10757,44,Two year,DSL,Bank transfer,40.38,1776.45,1,No,1,0
CUST_10758,5,One year,Fiber optic,Bank transfer,78.54,391.78,1,Yes,0,1
CUST_10759,70,One year,Fiber optic,Mailed check,96.92,6785.44,0,Yes,0,0
CUST_10760,26,One year,DSL,Credit card,51.81,1352.2,1,No,0,1
CUST_10761,68,Two year,DSL,Electronic check,60.43,4094.91,0,Yes,0,0
CUST_10762,19,One year,DSL,Electronic check,55.75,1055.34,3,No,0,1
CUST_10763,20,Month-to-month,Fiber optic,Electronic check,101.78,2041.16,4,Yes,0,1
CUST_10764,12,Month-to-month,No,Bank transfer,18.0,218.65,1,Yes,1,1
CUST_10765,47,Two year,DSL,Bank transfer,51.03,2403.65,0,Yes,0,0
CUST_10766,1,Month-to-month,Fiber optic,Electronic check,72.31,,1,Yes,0,1
CUST_10767,14,Month-to-month,DSL,Bank transfer,60.63,858.3,2,No,0,1
CUST_10768,64,Month-to-month,No,Mailed check,24.6,1576.3,0,No,0,0
CUST_10769,38,Month-to-month,DSL,Bank transfer,42.78,1601.93,0,No,1,1
CUST_10770,37,One year,Fiber optic,Mailed check,89.6,3307.23,2,Yes,1,1
CUST_10771,11,Two year,Fiber optic,Mailed check,75.34,815.31,2,Yes,0,1
CUST_10772,3,Month-to-month,Fiber optic,Credit card,71.24,200.09,2,Yes,0,1
CUST_10773,33,Month-to-month,Fiber optic,Electronic check,90.59,2982.32,1,Yes,0,1
CUST_10774,6,Month-to-month,DSL,Electronic check,53.93,332.78,2,Yes,0,1
CUST_10775,50,Two year,DSL,Bank transfer,38.8,1930.6,2,Yes,0,0
CUST_10776,10,One year,DSL,Credit card,52.25,525.88,2,Yes,1,1
CUST_10777,5,Month-to-month,DSL,Mailed check,63.73,319.57,1,Yes,0,1
CUST_10778,23,Two year,Fiber optic,Electronic check,92.65,2119.26,2,Yes,0,1
CUST_10779,10,Two year,DSL,Electronic check,57.42,569.03,1,Yes,1,1
CUST_10780,44,Two year,DSL,Mailed check,57.49,2542.53,3,Yes,0,1
CUST_10781,2,Two year,Fiber optic,Electronic check,68.58,139.41,1,Yes,1,1
CUST_10782,13,Month-to-month,No,Bank transfer,22.43,299.82,2,No,0,1
CUST_10783,40,One year,Fiber optic,Credit card,84.03,3380.29,0,Yes,1,1
CUST_10784,2,Month-to-month,DSL,Mailed check,39.13,84.78,0,No,0,1
CUST_10785,65,Two year,DSL,Mailed check,55.09,3552.04,3,Yes,0,0
CUST_10786,63,One year,No,Mailed check,33.47,2112.67,3,No,0,1
CUST_10787,17,One year,DSL,Electronic check,50.53,849.74,0,Yes,0,0
CUST_10788,9,One year,DSL,Credit card,47.73,456.72,1,No,0,0
CUST_10789,15,Month-to-month,Fiber optic,Mailed check,77.15,1163.24,1,Yes,1,1
CUST_10790,24,Month-to-month,Fiber optic,Mailed check,95.37,2279.92,3,No,1,1
CUST_10791,38,Two year,Fiber optic,Bank transfer,84.86,3233.18,1,Yes,0,0
CUST_10792,35,Two year,DSL,Mailed check,55.38,1939.66,1,Yes,0,0
CUST_10793,49,Month-to-month,DSL,Bank transfer,31.12,1499.11,1,No,0,0
CUST_10794,69,Month-to-month,No,Electronic check,29.75,2065.7,3,Yes,0,0
CUST_10795,62,Month-to-month,DSL,Credit card,75.7,4687.32,4,No,0,1
CUST_10796,60,One year,Fiber optic,Credit card,70.16,4230.91,0,Yes,1,0
CUST_10797,50,Two year,Fiber optic,Bank transfer,93.11,4653.63,1,Yes,0,0
CUST_10798,9,Month-to-month,Fiber optic,Credit card,90.66,837.53,1,No,0,0
CUST_10799,34,Month-to-month,DSL,Electronic check,50.33,1717.59,0,Yes,0,0
CUST_10800,35,Two year,DSL,Mailed check,44.16,1560.21,0,Yes,0,0
CUST_10801,1,One year,Fiber optic,Bank transfer,91.47,84.09,2,No,0,1
CUST_10802,40,Month-to-month,No,Bank transfer,21.08,848.5,1,No,0,0
CUST_10803,64,One year,No,Mailed check,28.56,1801.95,2,No,0,0
CUST_10804,22,Month-to-month,DSL,Electronic check,55.57,1220.63,2,Yes,0,1
CUST_10805,60,Month-to-month,DSL,Electronic check,43.79,2605.13,1,Yes,0,0
CUST_10806,64,One year,No,Mailed check,21.66,1369.1,1,Yes,0,0
CUST_10807,11,One year,Fiber optic,Electronic check,72.48,783.92,0,Yes,0,0
CUST_10808,14,Two year,No,Bank transfer,21.98,317.63,1,No,0,0
CUST_10809,60,One year,DSL,Electronic check,41.28,2474.59,0,Yes,1,0
CUST_10810,30,One year,Fiber optic,Electronic check,88.77,2663.57,2,Yes,0,0
CUST_10811,35,Month-to-month,Fiber optic,Bank transfer,82.75,,6,Yes,0,1
CUST_10812,37,Month-to-month,Fiber optic,Bank transfer,90.97,3382.1,2,No,0,1
CUST_10813,5,Month-to-month,Fiber optic,Credit card,81.47,407.41,1,No,0,1
CUST_10814,26,Month-to-month,DSL,Bank transfer,43.19,1126.67,1,No,0,1
CUST_10815,62,One year,Fiber optic,Electronic check,76.09,4709.03,5,Yes,0,1
CUST_10816,4,Two year,DSL,Credit card,66.79,284.4,0,No,0,0
CUST_10817,42,Month-to-month,Fiber optic,Mailed check,90.87,3834.91,4,No,1,1
CUST_10818,18,Month-to-month,No,Electronic check,33.46,601.73,1,Yes,1,1
CUST_10819,40,Two year,DSL,Bank transfer,56.4,2247.24,0,Yes,0,0
CUST_10820,39,Month-to-month,Fiber optic,Credit card,73.86,2856.3,0,Yes,0,0
CUST_10821,14,One year,DSL,Mailed check,51.23,704.19,0,Yes,1,0
CUST_10822,32,One year,Fiber optic,Electronic check,78.12,2467.33,1,No,0,0
CUST_10823,51,One year,No,Electronic check,21.63,1089.47,2,Yes,0,0
CUST_10824,38,Month-to-month,DSL,Electronic check,53.38,2033.79,0,Yes,1,1
CUST_10825,23,Month-to-month,DSL,Mailed check,54.75,1258.49,1,No,1,1
CUST_10826,63,One year,Fiber optic,Bank transfer,71.28,4525.49,0,No,0,0
CUST_10827,15,One year,DSL,Electronic check,54.25,808.18,0,No,0,0
CUST_10828,25,Month-to-month,Fiber optic,Credit card,101.16,2522.26,1,Yes,0,1
CUST_10829,17,One year,No,Bank transfer,21.19,376.17,2,Yes,1,1
CUST_10830,66,Month-to-month,Fiber optic,Bank transfer,108.67,7143.32,2,Yes,1,0
CUST_10831,53,One year,DSL,Credit card,49.48,2600.21,1,Yes,0,0
CUST_10832,51,Month-to-month,Fiber optic,Electronic check,97.41,4977.87,0,Yes,0,0
CUST_10833,39,Two year,Fiber optic,Mailed check,102.6,3998.47,4,Yes,0,0
CUST_10834,51,Month-to-month,DSL,Bank transfer,67.8,3455.21,4,Yes,0,0
CUST_10835,70,Month-to-month,Fiber optic,Credit card,83.67,5842.84,1,Yes,1,0
CUST_10836,6,Month-to-month,Fiber optic,Bank transfer,99.61,601.26,1,Yes,0,1
CUST_10837,67,Month-to-month,Fiber optic,Electronic check,88.06,5887.9,1,No,0,0
CUST_10838,7,Two year,DSL,Credit card,56.29,395.12,1,No,0,0
CUST_10839,51,Two year,Fiber optic,Electronic check,99.4,5052.02,2,Yes,0,1
CUST_10840,42,Month-to-month,DSL,Credit card,53.66,2250.98,0,Yes,0,0
CUST_10841,64,Month-to-month,DSL,Credit card,56.44,3642.53,1,Yes,0,0
CUST_10842,15,One year,No,Electronic check,22.36,329.03,1,Yes,0,0
CUST_10843,29,Two year,Fiber optic,Bank transfer,86.66,2511.16,0,Yes,0,1
CUST_10844,33,One year,DSL,Electronic check,52.82,1740.02,0,No,1,1
CUST_10845,27,Month-to-month,DSL,Mailed check,58.84,1591.3,3,No,0,0
CUST_10846,36,Month-to-month,DSL,Mailed check,52.15,1884.42,2,No,0,0
CUST_10847,29,One year,DSL,Bank transfer,61.42,1785.04,1,No,0,1
CUST_10848,38,Month-to-month,DSL,Credit card,48.73,1855.93,0,No,1,0
CUST_10849,57,One year,DSL,Bank transfer,55.73,3173.9,0,Yes,0,0
CUST_10850,27,Month-to-month,Fiber optic,Mailed check,97.83,2642.91,0,No,0,1
CUST_10851,55,One year,Fiber optic,Credit card,75.72,4161.39,1,Yes,0,0
CUST_10852,33,Month-to-month,Fiber optic,Credit card,86.59,2830.28,0,No,0,1
CUST_10853,68,One year,Fiber optic,Electronic check,83.62,5725.62,1,Yes,1,1
CUST_10854,66,Month-to-month,DSL,Credit card,51.8,3429.72,0,Yes,1,0
CUST_10855,10,One year,No,Electronic check,34.53,330.61,1,No,0,1
CUST_10856,5,Month-to-month,Fiber optic,Credit card,83.47,420.8,2,Yes,0,1
CUST_10857,38,One year,Fiber optic,Electronic check,82.15,3101.51,1,Yes,0,1
CUST_10858,13,One year,Fiber optic,Electronic check,87.79,1133.86,3,Yes,0,1
CUST_10859,31,One year,No,Mailed check,26.15,,4,Yes,1,1
CUST_10860,47,One year,Fiber optic,Bank transfer,73.49,3453.26,3,No,1,0
CUST_10861,52,One year,DSL,Mailed check,51.17,2637.12,1,No,0,0
CUST_10862,56,Two year,Fiber optic,Electronic check,102.4,5740.23,1,Yes,0,0
CUST_10863,15,Month-to-month,Fiber optic,Bank transfer,67.89,1028.58,2,Yes,0,1
CUST_10864,29,Two year,Fiber optic,Credit card,88.34,2549.46,2,No,0,1
CUST_10865,8,Month-to-month,Fiber optic,Mailed check,81.34,653.13,1,Yes,0,1
CUST_10866,5,Month-to-month,DSL,Electronic check,67.93,326.45,0,Yes,0,1
CUST_10867,29,Month-to-month,DSL,Mailed check,74.5,2168.18,2,Yes,0,0
CUST_10868,47,Month-to-month,No,Electronic check,32.95,1538.32,0,No,0,0
CUST_10869,68,One year,Fiber optic,Credit card,65.71,4480.11,2,Yes,0,0
CUST_10870,45,One year,Fiber optic,Credit card,82.07,3665.98,0,Yes,0,0
CUST_10871,2,One year,DSL,Bank transfer,57.8,100.53,2,Yes,0,0
CUST_10872,27,Month-to-month,DSL,Mailed check,56.15,1499.42,3,Yes,0,1
CUST_10873,36,Month-to-month,No,Bank transfer,30.75,1110.05,5,Yes,1,0
CUST_10874,36,Month-to-month,Fiber optic,Bank transfer,87.67,3164.45,1,Yes,0,0
CUST_10875,26,Month-to-month,Fiber optic,Credit card,85.93,2238.39,2,Yes,1,1
CUST_10876,43,Month-to-month,Fiber optic,Bank transfer,85.07,3650.38,1,Yes,1,1
CUST_10877,27,Month-to-month,Fiber optic,Bank transfer,95.3,2531.17,0,Yes,0,0
CUST_10878,69,Month-to-month,DSL,Bank transfer,32.31,2229.97,2,No,0,0
CUST_10879,20,One year,Fiber optic,Mailed check,88.84,1788.62,1,No,1,1
CUST_10880,11,One year,Fiber optic,Credit card,78.92,908.33,1,Yes,0,0
CUST_10881,38,Two year,Fiber optic,Mailed check,74.81,2836.41,0,Yes,1,0
CUST_10882,6,Two year,Fiber optic,Bank transfer,81.58,479.5,1,Yes,0,1
CUST_10883,23,One year,No,Electronic check,18.0,418.8,2,No,0,1
CUST_10884,47,Month-to-month,DSL,Bank transfer,64.67,3035.65,2,No,0,0
CUST_10885,46,One year,Fiber optic,Bank transfer,98.98,4572.21,1,Yes,0,0
CUST_10886,12,One year,DSL,Electronic check,35.95,419.28,1,No,1,1
CUST_10887,13,Month-to-month,Fiber optic,Electronic check,77.05,997.92,0,No,0,1
CUST_10888,62,Month-to-month,DSL,Bank transfer,49.13,3059.2,1,No,0,1
CUST_10889,60,Two year,DSL,Bank transfer,53.14,3193.03,2,Yes,0,0
CUST_10890,43,Month-to-month,Fiber optic,Mailed check,70.76,3060.1,1,Yes,0,0
CUST_10891,68,One year,DSL,Electronic check,74.74,5075.77,2,Yes,0,0
CUST_10892,5,One year,Fiber optic,Bank transfer,80.94,423.65,2,No,0,1
CUST_10893,37,Month-to-month,No,Electronic check,21.76,,2,No,0,0
CUST_10894,31,Month-to-month,DSL,Mailed check,51.09,1559.43,1,Yes,0,0
CUST_10895,9,Month-to-month,Fiber optic,Electronic check,86.64,798.95,0,Yes,0,1
CUST_10896,51,Month-to-month,Fiber optic,Electronic check,99.74,5086.85,3,Yes,0,1
CUST_10897,29,Month-to-month,Fiber optic,Electronic check,84.86,2474.75,5,Yes,1,1
CUST_10898,40,Two year,DSL,Mailed check,47.15,1887.49,0,Yes,0,0
CUST_10899,41,Month-to-month,DSL,Electronic check,61.01,2501.3,0,Yes,0,0
CUST_10900,11,Month-to-month,DSL,Mailed check,40.89,429.87,1,Yes,0,1
CUST_10901,23,Month-to-month,DSL,Mailed check,58.64,1348.32,2,No,0,1
CUST_10902,1,Two year,DSL,Mailed check,33.16,53.58,1,Yes,0,0
CUST_10903,46,Month-to-month,Fiber optic,Mailed check,68.45,3149.55,2,Yes,0,0
CUST_10904,21,Month-to-month,No,Credit card,26.15,559.38,4,Yes,1,1
CUST_10905,36,Two year,Fiber optic,Electronic check,77.67,2805.94,1,No,0,1
CUST_10906,54,Two year,Fiber optic,Mailed check,86.71,4667.15,1,Yes,1,0
CUST_10907,57,Month-to-month,DSL,Electronic check,55.51,3176.93,2,No,0,1
CUST_10908,1,Two year,DSL,Electronic check,70.98,66.27,2,Yes,0,1
CUST_10909,63,Month-to-month,DSL,Bank transfer,46.45,2922.46,2,No,1,1
CUST_10910,54,Month-to-month,DSL,Bank transfer,83.16,4522.11,1,No,0,1
CUST_10911,55,Month-to-month,Fiber optic,Credit card,81.22,4476.06,2,Yes,0,0
CUST_10912,40,Month-to-month,Fiber optic,Bank transfer,96.12,3835.22,0,No,0,1
CUST_10913,15,One year,DSL,Credit card,38.01,571.12,0,Yes,0,1
CUST_10914,21,Month-to-month,DSL,Electronic check,73.51,,3,Yes,0,1
CUST_10915,47,Month-to-month,Fiber optic,Electronic check,67.28,3187.45,5,Yes,0,1
CUST_10916,53,One year,Fiber optic,Electronic check,71.03,3765.18,2,Yes,0,0
CUST_10917,9,One year,DSL,Electronic check,59.43,567.99,0,No,0,1
CUST_10918,52,Month-to-month,No,Mailed check,26.5,1358.55,3,No,1,0
CUST_10919,57,One year,No,Bank transfer,26.32,1499.75,0,Yes,0,0
CUST_10920,26,Month-to-month,DSL,Electronic check,42.43,1091.74,0,Yes,0,1
CUST_10921,41,One year,DSL,Credit card,56.69,2316.87,0,Yes,0,0
CUST_10922,35,One year,Fiber optic,Credit card,69.96,2441.5,1,No,0,1
CUST_10923,63,Two year,No,Electronic check,29.26,1832.71,3,Yes,0,0
CUST_10924,25,Month-to-month,No,Electronic check,28.27,732.7,2,No,0,1
CUST_10925,38,Month-to-month,DSL,Electronic check,33.26,1285.22,0,Yes,0,0
CUST_10926,2,Month-to-month,DSL,Electronic check,54.32,114.68,0,Yes,0,1
CUST_10927,7,Month-to-month,Fiber optic,Electronic check,89.98,622.74,0,No,0,1
CUST_10928,34,Month-to-month,Fiber optic,Mailed check,70.95,2402.05,0,Yes,1,1
CUST_10929,17,Two year,DSL,Electronic check,31.62,548.67,1,Yes,0,0
CUST_10930,43,Month-to-month,No,Mailed check,27.05,1167.65,4,Yes,0,1
CUST_10931,59,Month-to-month,Fiber optic,Credit card,85.11,5019.32,1,Yes,0,0
CUST_10932,51,One year,Fiber optic,Bank transfer,104.86,5355.98,4,No,0,1
CUST_10933,54,Month-to-month,No,Credit card,24.69,1346.63,0,Yes,1,1
CUST_10934,24,One year,Fiber optic,Electronic check,105.01,2517.93,0,Yes,0,0
CUST_10935,25,Month-to-month,Fiber optic,Mailed check,80.06,1989.69,3,Yes,0,1
CUST_10936,71,Month-to-month,Fiber optic,Bank transfer,93.06,6587.44,5,Yes,0,0
CUST_10937,52,Month-to-month,DSL,Electronic check,57.6,2998.96,1,No,0,0
CUST_10938,70,Month-to-month,Fiber optic,Electronic check,68.73,4843.61,0,No,1,0
CUST_10939,33,Two year,DSL,Bank transfer,46.79,1527.41,2,No,0,1
CUST_10940,49,Month-to-month,Fiber optic,Bank transfer,92.68,4557.81,2,Yes,1,0
CUST_10941,29,Month-to-month,DSL,Mailed check,37.94,1090.13,1,Yes,0,1
CUST_10942,63,Month-to-month,DSL,Mailed check,53.58,3368.43,2,Yes,0,0
CUST_10943,22,Month-to-month,DSL,Mailed check,46.57,1038.26,1,No,0,0
CUST_10944,26,Two year,DSL,Electronic check,73.34,1903.01,1,Yes,0,0
CUST_10945,28,Month-to-month,Fiber optic,Electronic check,80.26,2251.0,0,Yes,0,0
CUST_10946,49,One year,Fiber optic,Electronic check,77.83,3817.11,0,No,0,0
CUST_10947,71,Two year,Fiber optic,Electronic check,108.38,7684.87,2,Yes,0,1
CUST_10948,49,One year,DSL,Credit card,73.61,3620.32,4,Yes,0,1
CUST_10949,20,Two year,DSL,Bank transfer,45.54,909.88,1,Yes,0,1
CUST_10950,63,Month-to-month,DSL,Bank transfer,37.36,2332.85,2,Yes,1,0
CUST_10951,61,Month-to-month,DSL,Electronic check,57.91,3519.12,1,Yes,0,0
CUST_10952,49,Month-to-month,No,Mailed check,27.96,1323.29,0,Yes,0,0
CUST_10953,71,One year,DSL,Electronic check,61.66,4378.64,0,Yes,0,1
CUST_10954,1,Two year,DSL,Electronic check,61.73,81.29,3,Yes,1,1
CUST_10955,13,Month-to-month,DSL,Electronic check,72.71,929.52,2,No,0,0
CUST_10956,51,One year,DSL,Bank transfer,37.82,1937.6,1,Yes,0,0
CUST_10957,56,Month-to-month,Fiber optic,Bank transfer,80.31,4503.82,0,No,0,1
CUST_10958,62,One year,Fiber optic,Mailed check,82.2,5085.12,2,Yes,0,0
CUST_10959,32,Month-to-month,DSL,Mailed check,43.94,1429.13,0,Yes,0,0
CUST_10960,30,Two year,DSL,Credit card,40.43,1208.81,0,No,1,0
CUST_10961,29,One year,DSL,Electronic check,73.66,2166.29,1,Yes,0,0
CUST_10962,49,Month-to-month,DSL,Electronic check,38.8,1876.66,2,Yes,0,0
